name,age,has_spouse,spouse_accompanying,education_level,canadian_education,first_lang_speaking,first_lang_listening,first_lang_reading,first_lang_writing,has_second_language,second_lang_speaking,second_lang_listening,second_lang_reading,second_lang_writing,canadian_work_experience,foreign_work_experience,has_sibling_in_canada,has_job_offer,has_provincial_nomination,clb7_and_post_secondary,post_secondary_and_canadian_exp,foreign_and_canadian_exp,trade_certificate,spouse_education_level,spouse_canadian_exp,spouse_lang_speaking,spouse_lang_listening,spouse_lang_reading,spouse_lang_writing,crs_score,improvement_strategy
Catherine Johnson,31,False,False,1,0,11,9,7,7,True,11,9,8,10,6,4,True,2,True,True,True,False,False,0,0,0,0,0,0,1039,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Ashley Zuniga,41,False,False,8,1,12,7,8,12,True,6,5,7,7,5,3,True,2,True,True,True,True,True,0,0,0,0,0,0,1175,"apply soon to avoid further age point reductions, improve language test scores"
Alexis Shaffer,48,False,False,6,0,12,4,12,6,False,0,0,0,0,4,4,False,2,False,False,False,True,True,0,0,0,0,0,0,458,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
Kayla Taylor,46,True,False,6,3,4,12,6,9,False,0,0,0,0,4,1,False,0,True,True,True,False,False,0,0,0,0,0,0,973,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, secure Canadian job offer"
Michelle Black,40,True,True,6,2,6,10,4,9,False,0,0,0,0,3,2,True,1,False,False,True,True,False,6,5,4,9,7,4,640,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
Gina Hill,34,False,False,8,3,7,6,9,4,True,6,10,7,10,1,0,False,1,True,True,True,True,True,0,0,0,0,0,0,1282,"apply soon to avoid further age point reductions, improve language test scores, gain more Canadian work experience"
Kevin Brown,43,True,False,4,2,11,5,9,10,False,0,0,0,0,2,4,False,1,False,True,False,False,False,0,0,0,0,0,0,538,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Mark Harrison,25,False,False,7,2,12,10,8,8,False,0,0,0,0,3,2,False,0,True,False,False,False,False,0,0,0,0,0,0,1051,"upgrade to PhD degree, improve language test scores, learn second official language"
David Davis,25,True,False,3,0,11,7,11,4,False,0,0,0,0,6,0,True,1,False,False,False,True,False,0,0,0,0,0,0,636,"upgrade to  degree, improve language test scores, learn second official language"
Cody Thomas,22,True,False,5,1,9,12,10,5,True,7,12,4,7,3,5,True,2,False,False,False,False,True,0,0,0,0,0,0,551,"upgrade to bachelor degree, improve language test scores"
Scott Skinner,36,True,False,4,0,5,9,11,12,False,0,0,0,0,2,0,False,1,False,True,False,True,True,0,0,0,0,0,0,628,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, learn second official language"
Jeremy Weiss,43,False,False,4,2,4,12,8,4,True,10,4,10,5,0,0,True,2,False,True,False,True,True,0,0,0,0,0,0,377,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
David Johnson,29,False,False,4,2,10,11,8,10,False,0,0,0,0,0,3,True,1,False,True,False,True,True,0,0,0,0,0,0,688,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, learn second official language"
Robin Kelley,36,False,False,4,3,10,11,12,8,False,0,0,0,0,3,0,False,2,True,False,False,True,True,0,0,0,0,0,0,1139,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Terry Johnson,47,True,False,1,0,4,4,6,12,False,0,0,0,0,2,3,False,1,False,False,True,True,False,0,0,0,0,0,0,408,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Gregory Brandt,42,True,False,6,2,8,11,7,4,False,0,0,0,0,1,3,True,1,False,False,False,False,False,0,0,0,0,0,0,531,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience, learn second official language"
Jeffrey Brown,40,True,False,5,1,6,5,12,12,False,0,0,0,0,3,4,True,2,False,False,False,True,True,0,0,0,0,0,0,507,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, learn second official language"
Joy Ingram,34,True,True,6,0,12,9,4,6,True,7,4,11,11,2,5,False,2,True,True,True,True,True,7,6,10,7,8,9,1141,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience"
Theresa Barton,26,True,True,5,2,7,8,8,6,True,6,6,11,7,3,2,True,0,True,True,False,False,False,6,0,4,11,8,11,1037,"upgrade to bachelor degree, improve language test scores"
Melissa Ramirez,22,True,False,7,1,10,4,5,12,True,5,12,12,5,6,2,True,0,False,False,True,False,True,0,0,0,0,0,0,522,"upgrade to PhD degree, improve language test scores, explore provincial nomination programs, secure Canadian job offer"
Michael Stewart,22,True,True,8,2,7,7,6,4,False,0,0,0,0,2,0,False,2,True,True,True,False,True,6,3,8,6,9,10,1128,"improve language test scores, gain more Canadian work experience"
Denise Burgess,25,False,False,2,2,4,12,4,6,True,8,5,9,11,6,0,True,1,False,True,True,True,True,0,0,0,0,0,0,621,"upgrade to  degree, improve language test scores, explore provincial nomination programs"
Mark Olsen,31,True,False,3,1,12,4,12,12,False,0,0,0,0,1,3,False,0,True,True,True,False,False,0,0,0,0,0,0,1012,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Donna Nash,29,False,False,8,1,10,7,7,7,False,0,0,0,0,2,2,True,2,True,True,False,True,True,0,0,0,0,0,0,1176,"improve language test scores, gain more Canadian work experience, learn second official language"
Cassie Valdez,47,True,True,5,2,10,10,11,10,True,12,5,11,7,5,5,False,0,True,True,False,False,False,8,4,12,9,5,7,1024,"apply soon to avoid further age point reductions, upgrade to bachelor degree"
Jonathan Parks,28,False,False,6,1,6,5,5,6,True,6,7,11,6,6,1,True,0,True,False,False,False,False,0,0,0,0,0,0,987,"upgrade to master degree, improve language test scores"
Laura Hall,41,False,False,3,0,10,5,6,11,False,0,0,0,0,1,0,True,0,False,False,False,False,False,0,0,0,0,0,0,267,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Miranda Bell,25,False,False,7,0,6,12,6,12,True,10,6,5,11,0,1,True,1,False,True,False,True,False,0,0,0,0,0,0,648,"upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Stephen Rodriguez,25,False,False,3,1,4,5,8,11,True,9,4,4,6,1,5,False,1,True,True,True,True,True,0,0,0,0,0,0,1241,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Charles Schmidt,41,False,False,6,0,10,8,10,7,True,7,6,5,11,0,4,True,1,True,True,True,True,True,0,0,0,0,0,0,1226,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience"
Angela Morgan,29,True,True,1,1,4,7,10,10,True,7,11,10,5,6,5,True,2,True,False,False,True,False,6,1,8,12,8,6,1038,"upgrade to  degree, improve language test scores"
Lori White,21,False,False,2,2,7,9,8,12,True,5,5,10,8,6,0,False,1,False,True,True,True,False,0,0,0,0,0,0,651,"upgrade to  degree, improve language test scores"
Derrick Fields,21,True,True,5,0,7,7,11,6,False,0,0,0,0,2,3,True,0,False,True,False,False,True,5,6,5,8,12,12,477,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs, secure Canadian job offer"
Danny Wagner,32,False,False,2,1,6,12,7,4,False,0,0,0,0,6,3,False,1,True,False,False,True,True,0,0,0,0,0,0,1195,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, learn second official language"
Megan Jones,46,False,False,6,1,7,4,9,10,False,0,0,0,0,3,5,True,1,True,False,True,False,True,0,0,0,0,0,0,1195,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, learn second official language"
Edward Foley,46,False,False,8,2,6,11,10,11,False,0,0,0,0,2,2,True,1,True,True,True,False,True,0,0,0,0,0,0,1257,"apply soon to avoid further age point reductions, improve language test scores, gain more Canadian work experience"
Jonathan Edwards,26,True,True,6,2,7,12,12,5,True,8,12,5,5,0,4,True,1,True,True,True,False,True,6,5,9,8,9,5,1304,"upgrade to master degree, improve language test scores, gain more Canadian work experience"
Sheila Burton,29,False,False,8,3,5,6,10,5,True,4,11,7,7,5,3,False,2,True,True,False,True,False,0,0,0,0,0,0,1187,improve language test scores
Albert Reed,31,False,False,3,2,8,4,4,6,True,11,10,5,7,6,1,True,0,False,False,True,True,True,0,0,0,0,0,0,472,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, secure Canadian job offer"
Jason Garcia,26,False,False,3,1,7,10,8,10,False,0,0,0,0,1,1,False,2,False,True,True,False,False,0,0,0,0,0,0,461,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Jack Turner,29,False,False,6,0,9,5,5,4,False,0,0,0,0,6,1,False,1,True,True,False,False,True,0,0,0,0,0,0,1255,"upgrade to master degree, improve language test scores, learn second official language"
Emily Rodriguez,34,True,True,4,2,5,5,9,9,True,4,4,7,9,0,1,False,0,True,True,True,True,False,2,2,7,7,10,6,994,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, secure Canadian job offer"
Taylor Stevenson,33,False,False,7,1,9,5,11,5,True,4,4,7,7,0,2,True,0,False,True,True,True,True,0,0,0,0,0,0,434,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, gain more Canadian work experience, secure Canadian job offer"
Jonathan Sutton,20,True,False,3,2,9,11,4,12,True,7,10,6,6,4,0,True,1,False,False,True,False,False,0,0,0,0,0,0,643,"upgrade to  degree, improve language test scores"
Amanda Cobb,46,False,False,5,3,5,6,11,9,True,6,9,6,7,4,1,False,0,True,False,True,False,True,0,0,0,0,0,0,1001,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, secure Canadian job offer"
Joshua Park,28,False,False,6,0,9,7,10,4,False,0,0,0,0,3,2,False,1,True,True,True,False,True,0,0,0,0,0,0,1303,"upgrade to master degree, improve language test scores, learn second official language"
Michael Jones,46,True,False,5,2,8,11,9,6,False,0,0,0,0,0,5,False,1,False,False,False,True,False,0,0,0,0,0,0,507,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Mary Webb,41,True,True,1,3,9,10,8,10,True,9,4,12,4,4,5,True,0,True,False,True,True,True,4,0,9,10,10,7,1020,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Kirk Golden,25,True,True,5,2,12,12,4,12,True,11,7,8,9,2,2,True,0,False,True,True,True,False,7,6,12,7,11,6,555,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Jeffrey Bush,39,False,False,4,3,5,11,5,8,False,0,0,0,0,0,3,False,0,False,True,False,True,True,0,0,0,0,0,0,377,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Mary Parks,27,True,False,3,3,9,11,12,4,False,0,0,0,0,4,5,False,2,False,False,False,False,True,0,0,0,0,0,0,532,"upgrade to  degree, improve language test scores"
Sherri Salinas,41,False,False,4,2,7,5,7,12,False,0,0,0,0,4,2,False,2,False,False,True,True,False,0,0,0,0,0,0,436,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Elizabeth Phillips,41,True,False,8,2,9,12,8,4,True,9,12,9,4,1,1,False,0,True,False,True,False,True,0,0,0,0,0,0,1044,"apply soon to avoid further age point reductions, improve language test scores, gain more Canadian work experience"
John Perry,37,True,False,6,2,8,6,6,4,False,0,0,0,0,6,5,True,0,True,True,True,True,False,0,0,0,0,0,0,1076,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
Regina Smith,21,False,False,5,2,8,6,11,9,False,0,0,0,0,6,1,True,1,True,True,True,True,False,0,0,0,0,0,0,1350,"upgrade to bachelor degree, improve language test scores"
Kim Williams,41,True,True,3,3,5,11,8,8,False,0,0,0,0,0,2,False,0,True,False,False,False,False,5,4,4,9,6,5,868,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Kayla Morales,38,True,False,7,2,4,7,11,5,False,0,0,0,0,2,3,False,0,True,False,False,False,True,0,0,0,0,0,0,1002,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Margaret Rodriguez,23,False,False,7,2,5,12,7,8,True,8,9,9,12,0,0,False,2,False,True,True,True,True,0,0,0,0,0,0,511,"upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Thomas Chapman,19,False,False,7,1,10,6,9,4,True,11,11,5,8,0,3,True,2,True,False,True,False,False,0,0,0,0,0,0,1051,"upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Jennifer Jenkins,22,True,False,3,1,6,5,8,9,False,0,0,0,0,2,4,True,2,True,True,True,True,True,0,0,0,0,0,0,1112,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
David Lane,22,True,False,8,2,10,6,11,9,True,7,8,11,12,1,5,False,1,False,False,True,False,False,0,0,0,0,0,0,691,"improve language test scores, gain more Canadian work experience"
John Andrews,32,True,False,3,0,11,8,12,6,True,6,10,4,6,5,1,False,1,True,False,True,False,False,0,0,0,0,0,0,1210,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Mary Walter,26,False,False,8,2,8,10,8,5,True,8,5,11,10,1,0,True,0,False,False,False,True,True,0,0,0,0,0,0,532,"improve language test scores, gain more Canadian work experience"
Jeremy Smith,24,True,False,4,1,12,10,11,12,False,0,0,0,0,3,4,False,2,True,False,True,False,False,0,0,0,0,0,0,1108,"upgrade to bachelor degree, learn second official language"
Sara Walton,27,False,False,7,2,11,10,8,8,False,0,0,0,0,1,5,True,2,False,False,True,False,True,0,0,0,0,0,0,579,"upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Stacy Myers,44,True,True,6,2,8,8,7,10,False,0,0,0,0,4,5,True,0,True,True,True,False,True,4,0,12,10,10,12,1061,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, learn second official language"
James Livingston,39,True,True,6,2,8,10,5,4,False,0,0,0,0,4,1,False,1,False,True,False,False,False,6,4,7,8,7,5,579,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
William Nicholson,34,False,False,1,0,10,7,11,7,True,5,6,12,10,6,3,True,2,False,False,True,True,True,0,0,0,0,0,0,469,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Laura Whitaker,37,True,True,2,1,7,4,12,10,True,10,6,9,9,4,5,False,0,True,False,False,True,False,4,3,6,10,5,10,958,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, secure Canadian job offer"
Molly Cox,27,False,False,5,2,11,8,11,5,True,10,9,5,4,2,0,True,2,True,True,False,False,True,0,0,0,0,0,0,1148,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Michele Phillips,31,False,False,2,1,7,11,11,6,False,0,0,0,0,4,3,False,1,False,True,False,False,False,0,0,0,0,0,0,545,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, learn second official language"
Zachary Marquez,20,False,False,7,2,7,7,12,4,False,0,0,0,0,0,3,False,2,False,True,False,False,True,0,0,0,0,0,0,484,"upgrade to PhD degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Vincent Miller,23,True,False,6,0,6,5,9,8,False,0,0,0,0,5,4,False,2,False,True,False,False,False,0,0,0,0,0,0,487,"upgrade to master degree, improve language test scores"
Meredith Scott,27,True,False,1,3,11,10,4,7,False,0,0,0,0,4,5,False,0,True,False,False,True,True,0,0,0,0,0,0,1028,"upgrade to  degree, improve language test scores, learn second official language"
